timeStamp,PID_TEST_1_pid.MV,PID_TEST_1_pid.SV,PID_TEST_1_pid.PV,PID_TEST_1_pid.KP,PID_TEST_1_pid.TD,PID_TEST_1_pid.TI,PID_TEST_1_tank.LEVEL,PID_TEST_1_valve.CURRENT_OPENING
2024-6-3 19:00:16,18.259958,1.500000,0.625399,12.000000,0.150000,30.000000,0.644093,18.259958
2024-6-3 19:00:17,18.151725,1.500000,0.662694,12.000000,0.150000,30.000000,0.681198,18.151725
2024-6-3 19:00:18,18.033327,1.500000,0.699605,12.000000,0.150000,30.000000,0.717911,18.033327
2024-6-3 19:00:19,17.905141,1.500000,0.736114,12.000000,0.150000,30.000000,0.754213,17.905141
2024-6-3 19:00:20,17.767544,1.500000,0.772204,12.000000,0.150000,30.000000,0.790086,17.767544
2024-6-3 19:00:21,17.620913,1.500000,0.807857,12.000000,0.150000,30.000000,0.825515,17.620913
2024-6-3 19:00:22,17.465624,1.500000,0.843057,12.000000,0.150000,30.000000,0.860482,17.465624
2024-6-3 19:00:23,17.302052,1.500000,0.877788,12.000000,0.150000,30.000000,0.894972,17.302052
2024-6-3 19:00:24,17.130570,1.500000,0.912034,12.000000,0.150000,30.000000,0.928972,17.130570
2024-6-3 19:00:25,16.951547,1.500000,0.945782,12.000000,0.150000,30.000000,0.962465,16.951547
2024-6-3 19:00:26,16.765352,1.500000,0.979018,12.000000,0.150000,30.000000,0.995439,16.765352
2024-6-3 19:00:27,16.572348,1.500000,1.011728,12.000000,0.150000,30.000000,1.027882,16.572348
2024-6-3 19:00:28,16.372896,1.500000,1.043900,12.000000,0.150000,30.000000,1.059781,16.372896
2024-6-3 19:00:29,16.167354,1.500000,1.075523,12.000000,0.150000,30.000000,1.091125,16.167354
2024-6-3 19:00:30,15.956074,1.500000,1.106586,12.000000,0.150000,30.000000,1.121904,15.956074
2024-6-3 19:00:31,15.739404,1.500000,1.137078,12.000000,0.150000,30.000000,1.152107,15.739404
2024-6-3 19:00:32,15.517688,1.500000,1.166990,12.000000,0.150000,30.000000,1.181726,15.517688
2024-6-3 19:00:33,15.291266,1.500000,1.196313,12.000000,0.150000,30.000000,1.210752,15.291266
2024-6-3 19:00:34,15.060470,1.500000,1.225040,12.000000,0.150000,30.000000,1.239177,15.060470
2024-6-3 19:00:35,14.825630,1.500000,1.253162,12.000000,0.150000,30.000000,1.266994,14.825630
2024-6-3 19:00:36,14.587069,1.500000,1.280672,12.000000,0.150000,30.000000,1.294197,14.587069
2024-6-3 19:00:37,14.345104,1.500000,1.307566,12.000000,0.150000,30.000000,1.320780,14.345104
2024-6-3 19:00:38,14.100047,1.500000,1.333838,12.000000,0.150000,30.000000,1.346738,14.100047
2024-6-3 19:00:39,13.852204,1.500000,1.359482,12.000000,0.150000,30.000000,1.372067,13.852204
2024-6-3 19:00:40,13.601876,1.500000,1.384495,12.000000,0.150000,30.000000,1.396763,13.601876
2024-6-3 19:00:41,13.349354,1.500000,1.408873,12.000000,0.150000,30.000000,1.420823,13.349354
2024-6-3 19:00:42,13.094928,1.500000,1.432613,12.000000,0.150000,30.000000,1.444244,13.094928
2024-6-3 19:00:43,12.838879,1.500000,1.455714,12.000000,0.150000,30.000000,1.467024,12.838879
2024-6-3 19:00:44,12.581480,1.500000,1.478174,12.000000,0.150000,30.000000,1.489163,12.581480
2024-6-3 19:00:45,12.323000,1.500000,1.499991,12.000000,0.150000,30.000000,1.510658,12.323000
2024-6-3 19:00:46,12.063701,1.500000,1.521165,12.000000,0.150000,30.000000,1.531511,12.063701
2024-6-3 19:00:47,11.803838,1.500000,1.541697,12.000000,0.150000,30.000000,1.551722,11.803838
2024-6-3 19:00:48,11.543659,1.500000,1.561586,12.000000,0.150000,30.000000,1.571290,11.543659
2024-6-3 19:00:49,11.283406,1.500000,1.580835,12.000000,0.150000,30.000000,1.590219,11.283406
2024-6-3 19:00:50,11.023313,1.500000,1.599444,12.000000,0.150000,30.000000,1.608509,11.023313
2024-6-3 19:00:51,10.763609,1.500000,1.617416,12.000000,0.150000,30.000000,1.626164,10.763609
2024-6-3 19:00:52,10.504515,1.500000,1.634753,12.000000,0.150000,30.000000,1.643185,10.504515
2024-6-3 19:00:53,10.246245,1.500000,1.651460,12.000000,0.150000,30.000000,1.659577,10.246245
2024-6-3 19:00:54,9.989006,1.500000,1.667538,12.000000,0.150000,30.000000,1.675344,9.989006
2024-6-3 19:00:55,9.733000,1.500000,1.682993,12.000000,0.150000,30.000000,1.690488,9.733000
2024-6-3 19:00:56,9.478420,1.500000,1.697829,12.000000,0.150000,30.000000,1.705016,9.478420
2024-6-3 19:00:57,9.225454,1.500000,1.712050,12.000000,0.150000,30.000000,1.718932,9.225454
2024-6-3 19:00:58,8.974282,1.500000,1.725663,12.000000,0.150000,30.000000,1.732242,8.974282
2024-6-3 19:00:59,8.725078,1.500000,1.738671,12.000000,0.150000,30.000000,1.744951,8.725078
2024-6-3 19:01:00,8.478008,1.500000,1.751083,12.000000,0.150000,30.000000,1.757066,8.478008
2024-6-3 19:01:01,8.233233,1.500000,1.762903,12.000000,0.150000,30.000000,1.768593,8.233233
2024-6-3 19:01:02,7.990905,1.500000,1.774139,12.000000,0.150000,30.000000,1.779540,7.990905
2024-6-3 19:01:03,7.751173,1.500000,1.784797,12.000000,0.150000,30.000000,1.789912,7.751173
2024-6-3 19:01:04,7.514177,1.500000,1.794885,12.000000,0.150000,30.000000,1.799718,7.514177
2024-6-3 19:01:05,7.280050,1.500000,1.804411,12.000000,0.150000,30.000000,1.808966,7.280050
2024-6-3 19:01:06,7.048921,1.500000,1.813382,12.000000,0.150000,30.000000,1.817663,7.048921
2024-6-3 19:01:07,6.820909,1.500000,1.821807,12.000000,0.150000,30.000000,1.825817,6.820909
2024-6-3 19:01:08,6.596131,1.500000,1.829694,12.000000,0.150000,30.000000,1.833438,6.596131
2024-6-3 19:01:09,6.374695,1.500000,1.837051,12.000000,0.150000,30.000000,1.840534,6.374695
2024-6-3 19:01:10,6.156703,1.500000,1.843888,12.000000,0.150000,30.000000,1.847114,6.156703
2024-6-3 19:01:11,5.942252,1.500000,1.850213,12.000000,0.150000,30.000000,1.853187,5.942252
2024-6-3 19:01:12,5.731432,1.500000,1.856036,12.000000,0.150000,30.000000,1.858762,5.731432
2024-6-3 19:01:13,5.524329,1.500000,1.861366,12.000000,0.150000,30.000000,1.863849,5.524329
2024-6-3 19:01:14,5.321020,1.500000,1.866213,12.000000,0.150000,30.000000,1.868458,5.321020
2024-6-3 19:01:15,5.121579,1.500000,1.870586,12.000000,0.150000,30.000000,1.872598,5.121579
2024-6-3 19:01:16,4.926074,1.500000,1.874496,12.000000,0.150000,30.000000,1.876280,4.926074
2024-6-3 19:01:17,4.734567,1.500000,1.877952,12.000000,0.150000,30.000000,1.879513,4.734567
2024-6-3 19:01:18,4.547113,1.500000,1.880965,12.000000,0.150000,30.000000,1.882308,4.547113
2024-6-3 19:01:19,4.363766,1.500000,1.883544,12.000000,0.150000,30.000000,1.884674,4.363766
2024-6-3 19:01:20,4.184570,1.500000,1.885700,12.000000,0.150000,30.000000,1.886623,4.184570
2024-6-3 19:01:21,4.009566,1.500000,1.887444,12.000000,0.150000,30.000000,1.888165,4.009566
2024-6-3 19:01:22,3.838792,1.500000,1.888786,12.000000,0.150000,30.000000,1.889310,3.838792
2024-6-3 19:01:23,3.672277,1.500000,1.889737,12.000000,0.150000,30.000000,1.890069,3.672277
2024-6-3 19:01:24,3.510049,1.500000,1.890306,12.000000,0.150000,30.000000,1.890452,3.510049
2024-6-3 19:01:25,3.352129,1.500000,1.890506,12.000000,0.150000,30.000000,1.890470,3.352129
2024-6-3 19:01:26,3.198535,1.500000,1.890345,12.000000,0.150000,30.000000,1.890133,3.198535
2024-6-3 19:01:27,3.049278,1.500000,1.889836,12.000000,0.150000,30.000000,1.889453,3.049278
2024-6-3 19:01:28,2.904369,1.500000,1.888988,12.000000,0.150000,30.000000,1.888440,2.904369
2024-6-3 19:01:29,2.763810,1.500000,1.887812,12.000000,0.150000,30.000000,1.887105,2.763810
2024-6-3 19:01:30,2.627603,1.500000,1.886319,12.000000,0.150000,30.000000,1.885458,2.627603
2024-6-3 19:01:31,2.495743,1.500000,1.884520,12.000000,0.150000,30.000000,1.883509,2.495743
2024-6-3 19:01:32,2.368223,1.500000,1.882425,12.000000,0.150000,30.000000,1.881270,2.368223
2024-6-3 19:01:33,2.245032,1.500000,1.880045,12.000000,0.150000,30.000000,1.878751,2.245032
2024-6-3 19:01:34,2.126155,1.500000,1.877390,12.000000,0.150000,30.000000,1.875963,2.126155
2024-6-3 19:01:35,2.011573,1.500000,1.874471,12.000000,0.150000,30.000000,1.872915,2.011573
2024-6-3 19:01:36,1.901265,1.500000,1.871297,12.000000,0.150000,30.000000,1.869618,1.901265
2024-6-3 19:01:37,1.795205,1.500000,1.867880,12.000000,0.150000,30.000000,1.866083,1.795205
2024-6-3 19:01:38,1.693366,1.500000,1.864229,12.000000,0.150000,30.000000,1.862320,1.693366
2024-6-3 19:01:39,1.595717,1.500000,1.860355,12.000000,0.150000,30.000000,1.858338,1.595717
2024-6-3 19:01:40,1.502223,1.500000,1.856268,12.000000,0.150000,30.000000,1.854148,1.502223
2024-6-3 19:01:41,1.412847,1.500000,1.851977,12.000000,0.150000,30.000000,1.849759,1.412847
2024-6-3 19:01:42,1.327550,1.500000,1.847493,12.000000,0.150000,30.000000,1.845182,1.327550
2024-6-3 19:01:43,1.246290,1.500000,1.842825,12.000000,0.150000,30.000000,1.840426,1.246290
2024-6-3 19:01:44,1.169022,1.500000,1.837983,12.000000,0.150000,30.000000,1.835500,1.169022
2024-6-3 19:01:45,1.095699,1.500000,1.832977,12.000000,0.150000,30.000000,1.830414,1.095699
2024-6-3 19:01:46,1.026273,1.500000,1.827815,12.000000,0.150000,30.000000,1.825178,1.026273
2024-6-3 19:01:47,0.960692,1.500000,1.822506,12.000000,0.150000,30.000000,1.819801,0.960692
2024-6-3 19:01:48,0.898902,1.500000,1.817061,12.000000,0.150000,30.000000,1.814290,0.898902
2024-6-3 19:01:49,0.840850,1.500000,1.811488,12.000000,0.150000,30.000000,1.808657,0.840850
2024-6-3 19:01:50,0.786477,1.500000,1.805796,12.000000,0.150000,30.000000,1.802908,0.786477
2024-6-3 19:01:51,0.735725,1.500000,1.799993,12.000000,0.150000,30.000000,1.797053,0.735725
2024-6-3 19:01:52,0.688534,1.500000,1.794089,12.000000,0.150000,30.000000,1.791101,0.688534
2024-6-3 19:01:53,0.644842,1.500000,1.788090,12.000000,0.150000,30.000000,1.785058,0.644842
2024-6-3 19:01:54,0.604586,1.500000,1.782006,12.000000,0.150000,30.000000,1.778935,0.604586
2024-6-3 19:01:55,0.567703,1.500000,1.775845,12.000000,0.150000,30.000000,1.772738,0.567703
2024-6-3 19:01:56,0.534125,1.500000,1.769614,12.000000,0.150000,30.000000,1.766475,0.534125
2024-6-3 19:01:57,0.503787,1.500000,1.763321,12.000000,0.150000,30.000000,1.760154,0.503787
2024-6-3 19:01:58,0.476621,1.500000,1.756974,12.000000,0.150000,30.000000,1.753782,0.476621
2024-6-3 19:01:59,0.452558,1.500000,1.750580,12.000000,0.150000,30.000000,1.747368,0.452558
2024-6-3 19:02:00,0.431529,1.500000,1.744146,12.000000,0.150000,30.000000,1.740917,0.431529
2024-6-3 19:02:01,0.413464,1.500000,1.737680,12.000000,0.150000,30.000000,1.734436,0.413464
2024-6-3 19:02:02,0.398291,1.500000,1.731187,12.000000,0.150000,30.000000,1.727933,0.398291
2024-6-3 19:02:03,0.385941,1.500000,1.724676,12.000000,0.150000,30.000000,1.721415,0.385941
2024-6-3 19:02:04,0.376340,1.500000,1.718151,12.000000,0.150000,30.000000,1.714886,0.376340
2024-6-3 19:02:05,0.369417,1.500000,1.711620,12.000000,0.150000,30.000000,1.708355,0.369417
2024-6-3 19:02:06,0.365100,1.500000,1.705089,12.000000,0.150000,30.000000,1.701826,0.365100
2024-6-3 19:02:07,0.363314,1.500000,1.698564,12.000000,0.150000,30.000000,1.695305,0.363314
2024-6-3 19:02:08,0.363988,1.500000,1.692050,12.000000,0.150000,30.000000,1.688799,0.363988
2024-6-3 19:02:09,0.367048,1.500000,1.685553,12.000000,0.150000,30.000000,1.682313,0.367048
2024-6-3 19:02:10,0.372422,1.500000,1.679078,12.000000,0.150000,30.000000,1.675851,0.372422
2024-6-3 19:02:11,0.380035,1.500000,1.672632,12.000000,0.150000,30.000000,1.669420,0.380035
2024-6-3 19:02:12,0.389816,1.500000,1.666217,12.000000,0.150000,30.000000,1.663024,0.389816
2024-6-3 19:02:13,0.401691,1.500000,1.659841,12.000000,0.150000,30.000000,1.656668,0.401691
2024-6-3 19:02:14,0.415588,1.500000,1.653507,12.000000,0.150000,30.000000,1.650357,0.415588
2024-6-3 19:02:15,0.431435,1.500000,1.647219,12.000000,0.150000,30.000000,1.644095,0.431435
2024-6-3 19:02:16,0.449160,1.500000,1.640983,12.000000,0.150000,30.000000,1.637886,0.449160
2024-6-3 19:02:17,0.468690,1.500000,1.634802,12.000000,0.150000,30.000000,1.631734,0.468690
2024-6-3 19:02:18,0.489956,1.500000,1.628681,12.000000,0.150000,30.000000,1.625644,0.489956
2024-6-3 19:02:19,0.512887,1.500000,1.622623,12.000000,0.150000,30.000000,1.619618,0.512887
2024-6-3 19:02:20,0.537412,1.500000,1.616631,12.000000,0.150000,30.000000,1.613662,0.537412
2024-6-3 19:02:21,0.563463,1.500000,1.610710,12.000000,0.150000,30.000000,1.607777,0.563463
2024-6-3 19:02:22,0.590970,1.500000,1.604863,12.000000,0.150000,30.000000,1.601968,0.590970
2024-6-3 19:02:23,0.619866,1.500000,1.599092,12.000000,0.150000,30.000000,1.596237,0.619866
2024-6-3 19:02:24,0.650083,1.500000,1.593401,12.000000,0.150000,30.000000,1.590587,0.650083
2024-6-3 19:02:25,0.681555,1.500000,1.587793,12.000000,0.150000,30.000000,1.585021,0.681555
2024-6-3 19:02:26,0.714216,1.500000,1.582270,12.000000,0.150000,30.000000,1.579542,0.714216
2024-6-3 19:02:27,0.748002,1.500000,1.576835,12.000000,0.150000,30.000000,1.574151,0.748002
2024-6-3 19:02:28,0.782848,1.500000,1.571490,12.000000,0.150000,30.000000,1.568853,0.782848
2024-6-3 19:02:29,0.818692,1.500000,1.566238,12.000000,0.150000,30.000000,1.563647,0.818692
2024-6-3 19:02:30,0.855471,1.500000,1.561080,12.000000,0.150000,30.000000,1.558537,0.855471
2024-6-3 19:02:31,0.893124,1.500000,1.556018,12.000000,0.150000,30.000000,1.553524,0.893124
2024-6-3 19:02:32,0.931592,1.500000,1.551055,12.000000,0.150000,30.000000,1.548611,0.931592
2024-6-3 19:02:33,0.970814,1.500000,1.546191,12.000000,0.150000,30.000000,1.543798,0.970814
2024-6-3 19:02:34,1.010735,1.500000,1.541429,12.000000,0.150000,30.000000,1.539086,1.010735
2024-6-3 19:02:35,1.051295,1.500000,1.536769,12.000000,0.150000,30.000000,1.534478,1.051295
2024-6-3 19:02:36,1.092440,1.500000,1.532213,12.000000,0.150000,30.000000,1.529975,1.092440
2024-6-3 19:02:37,1.134115,1.500000,1.527762,12.000000,0.150000,30.000000,1.525577,1.134115
2024-6-3 19:02:38,1.176266,1.500000,1.523417,12.000000,0.150000,30.000000,1.521285,1.176266
2024-6-3 19:02:39,1.218842,1.500000,1.519179,12.000000,0.150000,30.000000,1.517100,1.218842
2024-6-3 19:02:40,1.261790,1.500000,1.515048,12.000000,0.150000,30.000000,1.513023,1.261790
2024-6-3 19:02:41,1.305061,1.500000,1.511025,12.000000,0.150000,30.000000,1.509054,1.305061
2024-6-3 19:02:42,1.348606,1.500000,1.507111,12.000000,0.150000,30.000000,1.505194,1.348606
2024-6-3 19:02:43,1.392377,1.500000,1.503305,12.000000,0.150000,30.000000,1.501443,1.392377
2024-6-3 19:02:44,1.436327,1.500000,1.499609,12.000000,0.150000,30.000000,1.497801,1.436327
2024-6-3 19:02:45,1.480413,1.500000,1.496021,12.000000,0.150000,30.000000,1.494269,1.480413
2024-6-3 19:02:46,1.524588,1.500000,1.492544,12.000000,0.150000,30.000000,1.490846,1.524588
2024-6-3 19:02:47,1.568812,1.500000,1.489175,12.000000,0.150000,30.000000,1.487531,1.568812
2024-6-3 19:02:48,1.613041,1.500000,1.485915,12.000000,0.150000,30.000000,1.484326,1.613041
2024-6-3 19:02:49,1.657236,1.500000,1.482764,12.000000,0.150000,30.000000,1.481230,1.657236
2024-6-3 19:02:50,1.701358,1.500000,1.479722,12.000000,0.150000,30.000000,1.478242,1.701358
2024-6-3 19:02:51,1.745369,1.500000,1.476788,12.000000,0.150000,30.000000,1.475361,1.745369
2024-6-3 19:02:52,1.789231,1.500000,1.473961,12.000000,0.150000,30.000000,1.472588,1.789231
2024-6-3 19:02:53,1.832910,1.500000,1.471242,12.000000,0.150000,30.000000,1.469922,1.832910
2024-6-3 19:02:54,1.876372,1.500000,1.468628,12.000000,0.150000,30.000000,1.467361,1.876372
2024-6-3 19:02:55,1.919583,1.500000,1.466120,12.000000,0.150000,30.000000,1.464905,1.919583
2024-6-3 19:02:56,1.962511,1.500000,1.463717,12.000000,0.150000,30.000000,1.462554,1.962511
2024-6-3 19:02:57,2.005126,1.500000,1.461417,12.000000,0.150000,30.000000,1.460306,2.005126
2024-6-3 19:02:58,2.047399,1.500000,1.459220,12.000000,0.150000,30.000000,1.458160,2.047399
2024-6-3 19:02:59,2.089300,1.500000,1.457125,12.000000,0.150000,30.000000,1.456115,2.089300
2024-6-3 19:03:00,2.130804,1.500000,1.455130,12.000000,0.150000,30.000000,1.454171,2.130804
2024-6-3 19:03:01,2.171885,1.500000,1.453235,12.000000,0.150000,30.000000,1.452325,2.171885
2024-6-3 19:03:02,2.212516,1.500000,1.451439,12.000000,0.150000,30.000000,1.450577,2.212516
2024-6-3 19:03:03,2.252676,1.500000,1.449739,12.000000,0.150000,30.000000,1.448925,2.252676
2024-6-3 19:03:04,2.292340,1.500000,1.448135,12.000000,0.150000,30.000000,1.447368,2.292340
2024-6-3 19:03:05,2.331489,1.500000,1.446625,12.000000,0.150000,30.000000,1.445905,2.331489
2024-6-3 19:03:06,2.370102,1.500000,1.445208,12.000000,0.150000,30.000000,1.444534,2.370102
2024-6-3 19:03:07,2.408159,1.500000,1.443883,12.000000,0.150000,30.000000,1.443254,2.408159
2024-6-3 19:03:08,2.445642,1.500000,1.442648,12.000000,0.150000,30.000000,1.442063,2.445642
2024-6-3 19:03:09,2.482535,1.500000,1.441501,12.000000,0.150000,30.000000,1.440960,2.482535
2024-6-3 19:03:10,2.518821,1.500000,1.440440,12.000000,0.150000,30.000000,1.439942,2.518821
2024-6-3 19:03:11,2.554486,1.500000,1.439466,12.000000,0.150000,30.000000,1.439010,2.554486
2024-6-3 19:03:12,2.589515,1.500000,1.438574,12.000000,0.150000,30.000000,1.438159,2.589515
2024-6-3 19:03:13,2.623895,1.500000,1.437765,12.000000,0.150000,30.000000,1.437390,2.623895
2024-6-3 19:03:14,2.657615,1.500000,1.437036,12.000000,0.150000,30.000000,1.436701,2.657615
2024-6-3 19:03:15,2.690663,1.500000,1.436385,12.000000,0.150000,30.000000,1.436089,2.690663
2024-6-3 19:03:16,2.723029,1.500000,1.435812,12.000000,0.150000,30.000000,1.435553,2.723029
2024-6-3 19:03:17,2.754704,1.500000,1.435313,12.000000,0.150000,30.000000,1.435091,2.754704
2024-6-3 19:03:18,2.785680,1.500000,1.434888,12.000000,0.150000,30.000000,1.434702,2.785680
2024-6-3 19:03:19,2.815950,1.500000,1.434534,12.000000,0.150000,30.000000,1.434384,2.815950
2024-6-3 19:03:20,2.845505,1.500000,1.434250,12.000000,0.150000,30.000000,1.434134,2.845505
2024-6-3 19:03:21,2.874342,1.500000,1.434034,12.000000,0.150000,30.000000,1.433951,2.874342
2024-6-3 19:03:22,2.902455,1.500000,1.433884,12.000000,0.150000,30.000000,1.433834,2.902455
2024-6-3 19:03:23,2.929840,1.500000,1.433799,12.000000,0.150000,30.000000,1.433780,2.929840
2024-6-3 19:03:24,2.956493,1.500000,1.433776,12.000000,0.150000,30.000000,1.433787,2.956493
2024-6-3 19:03:25,2.982412,1.500000,1.433814,12.000000,0.150000,30.000000,1.433855,2.982412
2024-6-3 19:03:26,3.007596,1.500000,1.433910,12.000000,0.150000,30.000000,1.433980,3.007596
2024-6-3 19:03:27,3.032043,1.500000,1.434064,12.000000,0.150000,30.000000,1.434161,3.032043
2024-6-3 19:03:28,3.055752,1.500000,1.434272,12.000000,0.150000,30.000000,1.434397,3.055752
2024-6-3 19:03:29,3.078724,1.500000,1.434535,12.000000,0.150000,30.000000,1.434685,3.078724
2024-6-3 19:03:30,3.100961,1.500000,1.434848,12.000000,0.150000,30.000000,1.435024,3.100961
2024-6-3 19:03:31,3.122463,1.500000,1.435212,12.000000,0.150000,30.000000,1.435412,3.122463
2024-6-3 19:03:32,3.143232,1.500000,1.435623,12.000000,0.150000,30.000000,1.435847,3.143232
2024-6-3 19:03:33,3.163272,1.500000,1.436081,12.000000,0.150000,30.000000,1.436327,3.163272
2024-6-3 19:03:34,3.182586,1.500000,1.436583,12.000000,0.150000,30.000000,1.436850,3.182586
2024-6-3 19:03:35,3.201178,1.500000,1.437128,12.000000,0.150000,30.000000,1.437416,3.201178
2024-6-3 19:03:36,3.219052,1.500000,1.437713,12.000000,0.150000,30.000000,1.438021,3.219052
2024-6-3 19:03:37,3.236213,1.500000,1.438338,12.000000,0.150000,30.000000,1.438665,3.236213
2024-6-3 19:03:38,3.252667,1.500000,1.439000,12.000000,0.150000,30.000000,1.439345,3.252667
2024-6-3 19:03:39,3.268419,1.500000,1.439698,12.000000,0.150000,30.000000,1.440060,3.268419
2024-6-3 19:03:40,3.283477,1.500000,1.440430,12.000000,0.150000,30.000000,1.440809,3.283477
2024-6-3 19:03:41,3.297846,1.500000,1.441195,12.000000,0.150000,30.000000,1.441589,3.297846
2024-6-3 19:03:42,3.311535,1.500000,1.441990,12.000000,0.150000,30.000000,1.442398,3.311535
2024-6-3 19:03:43,3.324551,1.500000,1.442814,12.000000,0.150000,30.000000,1.443236,3.324551
2024-6-3 19:03:44,3.336901,1.500000,1.443666,12.000000,0.150000,30.000000,1.444101,3.336901
2024-6-3 19:03:45,3.348596,1.500000,1.444543,12.000000,0.150000,30.000000,1.444991,3.348596
2024-6-3 19:03:46,3.359642,1.500000,1.445445,12.000000,0.150000,30.000000,1.445905,3.359642
2024-6-3 19:03:47,3.370049,1.500000,1.446370,12.000000,0.150000,30.000000,1.446840,3.370049
2024-6-3 19:03:48,3.379827,1.500000,1.447316,12.000000,0.150000,30.000000,1.447797,3.379827
2024-6-3 19:03:49,3.388986,1.500000,1.448282,12.000000,0.150000,30.000000,1.448772,3.388986
2024-6-3 19:03:50,3.397535,1.500000,1.449266,12.000000,0.150000,30.000000,1.449765,3.397535
2024-6-3 19:03:51,3.405484,1.500000,1.450267,12.000000,0.150000,30.000000,1.450774,3.405484
2024-6-3 19:03:52,3.412844,1.500000,1.451284,12.000000,0.150000,30.000000,1.451798,3.412844
2024-6-3 19:03:53,3.419627,1.500000,1.452315,12.000000,0.150000,30.000000,1.452835,3.419627
2024-6-3 19:03:54,3.425841,1.500000,1.453359,12.000000,0.150000,30.000000,1.453885,3.425841
2024-6-3 19:03:55,3.431500,1.500000,1.454414,12.000000,0.150000,30.000000,1.454945,3.431500
2024-6-3 19:03:56,3.436613,1.500000,1.455479,12.000000,0.150000,30.000000,1.456015,3.436613
2024-6-3 19:03:57,3.441193,1.500000,1.456553,12.000000,0.150000,30.000000,1.457093,3.441193
2024-6-3 19:03:58,3.445251,1.500000,1.457635,12.000000,0.150000,30.000000,1.458179,3.445251
2024-6-3 19:03:59,3.448799,1.500000,1.458724,12.000000,0.150000,30.000000,1.459270,3.448799
2024-6-3 19:04:00,3.451848,1.500000,1.459817,12.000000,0.150000,30.000000,1.460366,3.451848
2024-6-3 19:04:01,3.454411,1.500000,1.460915,12.000000,0.150000,30.000000,1.461465,3.454411
2024-6-3 19:04:02,3.456499,1.500000,1.462016,12.000000,0.150000,30.000000,1.462567,3.456499
2024-6-3 19:04:03,3.458125,1.500000,1.463119,12.000000,0.150000,30.000000,1.463671,3.458125
2024-6-3 19:04:04,3.459300,1.500000,1.464223,12.000000,0.150000,30.000000,1.464775,3.459300
2024-6-3 19:04:05,3.460038,1.500000,1.465326,12.000000,0.150000,30.000000,1.465878,3.460038
2024-6-3 19:04:06,3.460349,1.500000,1.466429,12.000000,0.150000,30.000000,1.466979,3.460349
2024-6-3 19:04:07,3.460247,1.500000,1.467529,12.000000,0.150000,30.000000,1.468078,3.460247
2024-6-3 19:04:08,3.459744,1.500000,1.468626,12.000000,0.150000,30.000000,1.469174,3.459744
2024-6-3 19:04:09,3.458852,1.500000,1.469720,12.000000,0.150000,30.000000,1.470265,3.458852
2024-6-3 19:04:10,3.457583,1.500000,1.470808,12.000000,0.150000,30.000000,1.471351,3.457583
2024-6-3 19:04:11,3.455949,1.500000,1.471891,12.000000,0.150000,30.000000,1.472431,3.455949
2024-6-3 19:04:12,3.453963,1.500000,1.472968,12.000000,0.150000,30.000000,1.473504,3.453963
2024-6-3 19:04:13,3.451637,1.500000,1.474037,12.000000,0.150000,30.000000,1.474569,3.451637
2024-6-3 19:04:14,3.448983,1.500000,1.475098,12.000000,0.150000,30.000000,1.475626,3.448983
2024-6-3 19:04:15,3.446014,1.500000,1.476151,12.000000,0.150000,30.000000,1.476674,3.446014
2024-6-3 19:04:16,3.442740,1.500000,1.477194,12.000000,0.150000,30.000000,1.477712,3.442740
2024-6-3 19:04:17,3.439174,1.500000,1.478227,12.000000,0.150000,30.000000,1.478740,3.439174
