Timestamp,pidex1.pv,pidex1.mv,pidex1.sv,pidex1.kp,pidex1.Ti,pidex1.Td,pidex1.Ess,pidex1.OverShoot,pidex1.SettlingTime,pidex1.OutputRange,pidex1.NoiseLevel,pidex1.Tf,pidex1.RampRate,pidex1.Ts
2025/03/12 20:34:00,0.2547465908051488,11.583966231179794,0.25,120,2,0,0.008410753960813377,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:34:05,0.2552344138496143,12.168153522911075,0.25,120,2,0,0.0077004078196922735,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:34:10,0.2554858924666271,12.942220336488594,0.25,120,2,0,0.007090671888833738,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:34:15,0.2561057679851545,11.614213044571562,0.25,120,2,0,0.006653672109417874,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:34:20,0.25720978946929224,9.05475265892676,0.25,120,2,0,0.006403977422242124,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:34:25,0.25745301246003177,12.006093520367246,0.25,120,2,0,0.006236769389686642,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:34:30,0.256063452275688,9.405767376586022,0.25,120,2,0,0.006048214663287016,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:34:35,0.25657210641341766,9.882924574695434,0.25,120,2,0,0.005958283746798232,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:34:40,0.25541825874727253,10.658128126416702,0.25,120,2,0,0.005981187637443447,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:34:45,0.25458425569456433,10.797560907540099,0.25,120,2,0,0.0058873540166811235,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:34:50,0.25425540558696136,10.900205870004173,0.25,120,2,0,0.005838235494862382,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:34:55,0.25401991727326123,11.999735475339616,0.25,120,2,0,0.005716785837227073,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:00,0.2538530678689471,10.950864757119112,0.25,120,2,0,0.005553503377459074,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:05,0.25438853491770597,9.280650105237573,0.25,120,2,0,0.00538178007071422,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:10,0.2542487818440902,7.7134891833185355,0.25,120,2,0,0.005085679308194019,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:15,0.25304769072708955,10.846182665473187,0.25,120,2,0,0.004645147134899797,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:20,0.25086572639058186,10.284352106510998,0.25,120,2,0,0.004125374546389182,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:25,0.25070874136287374,10.147474144928637,0.25,120,2,0,0.003539038041334791,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:30,0.2501962938055241,9.30022795890202,0.25,120,2,0,0.0030168415471599486,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:35,0.24960392568859666,10.803676890844319,0.25,120,2,0,0.00259802340884385,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:40,0.24848053758386096,10.827487522470275,0.25,120,2,0,0.0023244290917616177,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:45,0.24833014429546638,11.345266265680172,0.25,120,2,0,0.002089422934888857,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:50,0.24819703657153222,11.027282056140535,0.25,120,2,0,0.0018844124908409226,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:35:55,0.24839544031967276,11.751579704009814,0.25,120,2,0,0.0016060149671030504,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:00,0.24838860208422298,9.175777086216225,0.25,120,2,0,0.0013422765742717307,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:05,0.2488429627788501,11.346782088344732,0.25,120,2,0,0.0011532112236777663,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:10,0.24765109258908363,11.542952998885216,0.25,120,2,0,0.0013015293257112176,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:15,0.24785819096518796,11.15565984913082,0.25,120,2,0,0.0014448360929050468,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:20,0.24818724246385074,11.150388666337872,0.25,120,2,0,0.0016064824659675625,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:25,0.2482650776109931,11.178166016038395,0.25,120,2,0,0.001740367273727919,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:30,0.2483384556784437,11.77587053091193,0.25,120,2,0,0.0017545754642696448,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:35,0.2484284792396639,9.569894096626294,0.25,120,2,0,0.0017447419698498918,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:40,0.2488977399141541,12.145506108215097,0.25,120,2,0,0.0016746716355877044,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:45,0.24795599833203882,10.586958195220477,0.25,120,2,0,0.0017186158343510977,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:50,0.24866726222316934,13.163888590808924,0.25,120,2,0,0.0016907498204564609,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:36:55,0.24837626128748735,8.814173844391911,0.25,120,2,0,0.0017374199695927351,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:00,0.24972990030722084,13.072526970448207,0.25,120,2,0,0.0015295391977790146,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:05,0.2482953031958798,11.342265567969395,0.25,120,2,0,0.00148582797470983,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:10,0.24959192487788423,10.537382458282158,0.25,120,2,0,0.001345359733306481,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:15,0.24976870763106843,8.336186311361374,0.25,120,2,0,0.0011949967312989474,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:20,0.24943059176197768,11.01302585227365,0.25,120,2,0,0.0010857831229455495,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:25,0.24769592194475473,11.292493841475757,0.25,120,2,0,0.001159038852436467,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:30,0.2476899094745878,11.033468636582924,0.25,120,2,0,0.0012798218963930962,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:35,0.24786189701799752,11.929865200844944,0.25,120,2,0,0.001289232027797227,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:40,0.24786654821982193,12.40092087692805,0.25,120,2,0,0.0013693034281319683,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:45,0.24844179733740232,11.911115073251466,0.25,120,2,0,0.0013627498231404717,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:50,0.24930878905367515,10.867344698318078,0.25,120,2,0,0.0014048609484950403,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:37:55,0.24985170908124527,10.521512052527887,0.25,120,2,0,0.0012492203599584945,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:00,0.24972248298588043,10.967206898083404,0.25,120,2,0,0.0012361645491588747,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:05,0.249374915772813,9.466939473886407,0.25,120,2,0,0.0012755437349844163,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:10,0.24931599161818918,10.390481624651903,0.25,120,2,0,0.0012870037493632664,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:15,0.24830279944051703,11.996876832781199,0.25,120,2,0,0.0012263159997870365,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:20,0.2478918719712939,10.067078965285882,0.25,120,2,0,0.0012061197501164272,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:25,0.24850942344571092,10.822592951281404,0.25,120,2,0,0.0011413671073450871,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:30,0.2478896888497719,11.215939331757621,0.25,120,2,0,0.0011390530443500912,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:35,0.24775969889815977,10.833167124214024,0.25,120,2,0,0.0012072628882743464,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:40,0.24788196183196962,10.975404886803803,0.25,120,2,0,0.0013499456104448999,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:45,0.2477588130175906,11.341149987953033,0.25,120,2,0,0.0015592352168103674,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:50,0.24772795951451754,12.393321805230917,0.25,120,2,0,0.0017586875639466564,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:38:55,0.24793038356607286,12.853146499935155,0.25,120,2,0,0.0019031407846206716,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:00,0.2487997744766959,11.969438993929671,0.25,120,2,0,0.001954762498769999,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:05,0.24994960073424274,10.78237968968573,0.25,120,2,0,0.0017900823693974277,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:10,0.25052060917376984,10.984265087035261,0.25,120,2,0,0.0016313304839038006,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:15,0.2503278651130559,10.29823393352752,0.25,120,2,0,0.0015150593397804807,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:20,0.2502663605545745,9.809399256147401,0.25,120,2,0,0.0013306642802151214,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:25,0.24976898165984207,12.867717202194203,0.25,120,2,0,0.0011297360040468912,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:30,0.24896741342490106,11.38936697661811,0.25,120,2,0,0.0010211908447537472,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:35,0.25012414678121797,12.406645907845043,0.25,120,2,0,0.0008094868246346032,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:40,0.25032340909770956,12.857564742216587,0.25,120,2,0,0.0006146236858573129,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:45,0.25116748307971215,10.988366010169788,0.25,120,2,0,0.0005244103504358138,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:50,0.25228673769737037,12.072273629945407,0.25,120,2,0,0.0006330615678424411,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:39:55,0.25220029688137585,10.344595502863964,0.25,120,2,0,0.0008480513294043008,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:40:00,0.2528051064162934,11.507109081172274,0.25,120,2,0,0.001076501053656656,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:40:05,0.25230155682725214,11.201111188124113,0.25,120,2,0,0.0012738702250762817,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:40:10,0.25254515011881096,11.89767543605785,0.25,120,2,0,0.0015017491814999257,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:40:15,0.2525905211159499,10.804199665974473,0.25,120,2,0,0.00173769945907912,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:40:20,0.25307870224389456,12.721384883688332,0.25,120,2,0,0.0019423110259586818,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:40:25,0.25286391072289216,9.414191837484434,0.25,120,2,0,0.0022162874201261005,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:40:30,0.2538726478055173,11.911999538520838,0.25,120,2,0,0.0025712112909068775,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:40:35,0.25276183269577357,12.365176146382943,0.25,120,2,0,0.0027306462525130194,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:40:40,0.25325673027074097,8.739878559890634,0.25,120,2,0,0.00282764550985008,0.9535114738863815,9.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
